,full_text,sentiment
433,Skema Subsidi Biaya Transportasi Harus Tepat Sasaran\n\n#koranjakarta #inflasi #resesi #petani #nelayan #BBM #APBD #APBN #transportasi #infoterkini #indonesia #news #update\n\nhttps://t.co/rgw9OkYq3w,neutral
434,resesa resesi resesa resesi.... bolan baleni leh medeni wong...\n\nNyatanya Indonesia juga macet-macet saja...,positive
435,Udah baca belum Steam bakal kenain biaya regional untuk mengatasi kondisi inflasi / resesi dunia? Dan kabarnya untuk Indonesia bakalan di charge 80% lebih mahal dari harga original dari devnya.\n\nMan...,neutral
436,Rantai pasokan biang kerok resesi ekonomi di Indonesia.\n#Jokowi \n#GasPolPemulihanEkonomi \n#IndonesiaMaju https://t.co/Havft8K1WE,neutral
437,"Tahu kenapa Eropa resesi, tp tdk akan tll berdampak significant utk Asia terutama Indonesia? \n. \nKita sdg memasuki zaman baru. Dimana zaman ini karma akan dibalas dg segera. Nenek moyang Eropa terutama Inggris n Belanda sdh bnyk bikin dosa pd nenek moyang kita dg menjarah harta",neutral
438,"Rantai Pasokan Buang Kerok Resesi Ekonomi di Indonesia, Jokowi Gas Pol Pemulihan Ekonomi. \n\n@jokowi https://t.co/oCEHSTYTX0",positive
439,"@BEMUI_Official Astaga ini udh mahasiswa tapi ga mikir ya. Dunia lg resesi krn pandemi dan perang Rusia-Ukraina, Indonesia msh bagus bisa kontrol inflasi, utang dan jaga ketahanan pangan. Kalian cuma bisa kritik tapi ga bisa kontribusi buat bantu negara.",positive
440,the very facts that the timeline displays so many pessimism tweets driven by fear of recession or economic decline somehow are PROOFS that the central bank (i.e. FED) has delivered their jobs very well by playing the psychology of the market hahaha,neutral
441,"Pemerintah menyampaikan bahwa cepat atau lambat Indonesia berpotensi mengalami resesi keuangan. Lalu, apa dampaknya pada finansial rumah tangga? Yuk, simak. https://t.co/aJZxAj41e2",neutral
442,"Resesi negara negara kapital berdampak pada negara dunia ketiga, termasuk Indonesia. Terbukti dg pemangkasan jam kerja 45 ribu buruh tekstil. Jelas kemiskinan akan meningkat. \nSerba serbi MMC \n#IslamKaffah\nhttps://t.co/iysp2x8BXl",negative
443,@Hasbil_Lbs Membandingkan era SBY yg belum ada resesi dunia dengan jaman Jokowi yang ada covid dan perang sampai negara baratpun skrg jatuh miskin ya cuma orang GOBLOK...kalo masalah utang negara maju macam jepang sama amerika lihat berapa puluh kali lipat hutangnya dari Indonesia...GOBLOK,neutral
444,@ferrykoto @budimandjatmiko Terus kalau ancaman resesi ancaman dolar naik ancaman phk masal itu masuk teroris bukan bang..belom banyak lagi bang ancaman hutang gak sanggup bayar..bisa bisa indonesia di tarik Deler bang di cegat depcoletor..,neutral
445,"Mau resesi atau engga, belajar atur uang itu penting banget , terutama buat para pemilik bisnis atau yang sedang berproses menjadi pelaku bisnis supaya bisa memberikan dampak positif untuk perekonomian Indonesia. Yuk ikut Webinar Finansialku x Investree.\n\nhttps://t.co/7oxZR7SLVS https://t.co/ihkuaFAz4I",neutral
446,@edi_akhiles insya allah indonesia ora sida resesi,positive
447,"@MrsRachelIn @PDI_Perjuangan @ganjarpranowo Jangan terlena dgn perkataan Indonesia PASTI selamat nggak akan Resesi\n\nSaat ini, bahkan kondisinya begitu ANEH gak ada dlm sejarah! Siapa yg bisa memastikan apa yg terjadi?\n\nMungkin Pak Prastowo @prastow bisa share data. Apakah kita benar2 siap hadapi kondisi global?",negative
448,"Tak Terpengaruh Resesi, Banyak Wisatawan Indonesia ke Turki https://t.co/e2o1SwKV9s",positive
449,@alisyarief Oramg Indonesia harapannya Indonesia baik2 saja. Yg mengharap Indonesia resesi bukan orang Indonesia.,positive
450,"Akhir-akhir ini selalu ramai perbincangan terkait momok Resesi Ekonomi 2023. Lantas, akankah Pasar Modal kita bakal ikut anjlok atau masih ada sedikit harapan? Yuk.. simak video ini saja! ðŸ˜‰\n\n#HotNews #PasarModal #Investor #Resesi #Indonesia https://t.co/Ic4MOGNWf3",neutral
451,Indonesia diprediksi menjadi salah satu negara yang dapat bertahan di masa resesi tahun depan \nhttps://t.co/vjhY2lihSI,positive
452,"Keputusan tersebut harus diambil dikarenakan mayoritas negara di dunia akan berhadapan dengan resesi ekonomi yang nantinya akan mempengaruhi nilai mata uang. Beberapa harga di region Indonesia juga terlihat meningkat, begitu juga dengan region murah"" lain""",neutral
453,@misnabb gift sampe Indonesia resesi,neutral
454,@MrsRachelIn @PDI_Perjuangan @ganjarpranowo KALAU MEMANG KETUM PARPOL ADALAH PEMIMPIN\n\nMestinya tahu BAHAYA YG MENGHADANG di tahun ini dan tahun depan atas Indonesia\n\ntahu gak risiko kalau PERBANKAN GLOBAL sampai runtuh?\n\nngerti gak risiko SUPPLY SIDE terhenti gimana pengaruhnya?\n\nngerti gak apa itu RESESI GLOBAL?,neutral
455,"Sesesi global ini akan berdampak juga ke Indonesia gak ya? Bagaimana nasib perekonomian Indonesia dan UMKM bangsa?\n\nYuk, simak 3 hal yang perlu diperhatikan UMKM dalam menghadapi resesi global! https://t.co/UaeY9P81au",neutral
456,"Dunia Jelang Resesi, Indonesia Kian Seksi https://t.co/0gE05lkBIg",positive
457,Resesi ekonomi menjadi ancaman global di tengah Indonesia saat membangun Ibu Kota Negara Nusantara. Apakah hal ini akan berdampak pada potensi investasi di IKN? https://t.co/m6gsOEPml0,neutral
458,"Di tengah krisis dan resesi yang melanda dunia saat ini, perekonomian Indonesia di kuartal II 2022 masih bisa tumbuh dengan baik dan tertinggi di antara negara G20. Direktur Pelaksana IMF, menyebut Indonesia sebagai â€œtitik terang di tengah kesuraman ekonomi duniaâ€. @jokowi https://t.co/IuDRk9JNUI",positive
459,Penduduk Indonesia itu consumptive (saya jg)â€¦ jadi apa itu resesi ðŸ«¢,positive
460,"Work! Ayo sebutin istilah dalam dunia kerja lainnya, biar aku dan tim fg lain ga ngang ngong ngang ngong https://t.co/cdgNYWXgSy",neutral
461,2023 banyak di sebut2 Indonesia bisa ikutan resesi. \nTapi apakah benar ini mulai terjadi?  Mulai terasakah oleh kita? \nSharing yuk\nApakah perusahaan/sektor tempat Anda bekerja melemah penjualan dan labanya? Mulai PHK atau malah rekrut? \nApakah sudah ada meeting2 nada khawatir? https://t.co/VUrupR88kz,neutral
462,Ingat2 saja 2023 mulai resesi dunia dan sangat berat buat ekonomi Indonesia. 2023-2028 siap2 untuk siklus masa 5th. Jadi jangan buang uang yg gak perlu.,negative
463,Ratai pasokan biang kerok resesi ekonomi di Indonesia https://t.co/JhF4ZySgtp,neutral
464,"@BosPurwa @RamliRizal Semoga Indonesia kuat menghadapi resesi ekonomi yang diperkirakan para ahli akan terjadi di tahun 2023 nanti, tetapi ada menganalisis rakyat banyak akan bertahan lebih kuat menghadapi kemungkinan resesi ekonomi dibandingkan negara",positive
465,Indonesia Resesi Tahun Depan? Chatib Basri: Menurut Saya Tidak https://t.co/UB8Q2cm3R3 #TrenAsia,positive
466,"Dunia sih resesi, Indonesia tetep positif ekonominya https://t.co/a50pDgTitu",positive
467,Mungkin inilah yang menjadi bukti bahwa Indonesia dapat bertahan di tengah Resesi Global. CMIIW.,positive
468,"Keputusan Bank Indonesia (BI) menaikkan suku bunga 50 basis poin menjadi 4,75% dinilai sebagai antisipasi menghadapi laju inflasi karena ancaman resesi global pada 2023. \nSelengkapnya \nhttps://t.co/nVihgpEcxU",neutral
469,"ðŸ’š Wajib bgt tau ga siii punya dua hape jaman sekarang, kek aku gini jd kalo yg satu batre abis bisa pake yg satunya lagiðŸ¥° bukan maksud flexing atau apa ya guys hehe https://t.co/0KdqvAMDbS",neutral
470,"Saya sih nda terlalu tertarik meladeni. Kalau diskusinya ekonomi, tentu perlu lebih spesifik: krisis seperti apa? Resesi dimana? \n\nBaru kemudian bisa membuat analisa bagaimana kira kira imbasnya di Indonesia.",neutral
471,@dagadudjokdja Mantab! Cintailah produk-produk Indonesia. Semoga kita bisa menghadapi resesi global di masa depan. #Dagadu,positive
472,"@dhaniakrom04 @Mdy_Asmara1701 Jangan suka bawa nama rakyat.\nBanyak bersyukur,Indonesia masih bertahan,negara lain sudah banyak resesi.\nHp dan kuota masih kebeli.\nBersyukurlah dengan apa yg kamu miliki.\nSukses atau ga nya hidumu tergantung seberapa besar usaha dan doa mu pada Pemilik Hidupmu.",positive
473,Kenaikan Harga BBM Bisa Jadi Penyelamat Indonesia dari Resesi https://t.co/zitaKBecYn #sariagri #pertanian,positive
474,inshaAllah Indonesia selamat dari resesi tahun depan,positive
475,"Mengapa RAKYAT atau MAHASISWA, Tidak ada yang DEMO RAKYAT MENOLAK RESESI dan MEMAKSA Pemerintah joko utk SEGERA EKSEKUSI Undang-Undang MLA\n\nGa ada yg ORDER kah? Memang berapa BIAYA nya utk DEMO yah? Supaya saya bantu SIAPKAN DANA nya... DEMI RAKYAT INDONESIA Tidak jadi KORBAN",neutral
476,"@jokowi Resesi hapus bunga bank,apalagi bank luar negeri yg invest di INDONESIA.Perkecil pajak/pemutihan.ðŸ§ðŸ¤“â˜•ðŸ‡®ðŸ‡©",neutral
477,"Investasi di saham berbasis agrokultur ( pertanian/perkebunan, pupuk, peternakan) perbankan (BRI, BCA) dan energi.\nAtas dasar bhw Indo kuat di sektor tsb, sy yakin ekonomi Indonesia tahan banting meskipun akn terjadi resesi global 2023/24",positive
478,*Ono Paparkan Tantangan Bagi Bangsa Indonesia*\n\nKetua Penasehat Dewan Koperasi Indonesia (Dekopin) Ono Surono menegaskan kondisi krisis pangan global dan resesi ekonomi bakal menjadi tantangan bagi bangsa Indonesia.\n https://t.co/wK6stPwMmm,neutral
479,"Kalau ada yang bilang kamu Boros, bilang aja lagi bantuin indonesia menghindari resesi",positive
480,berarti ya masih jauh ya menuju peradaban manusia maju. padahal inflasi indonesia paling stabil. Paling ga ada drama resesi kayak negara lain. tapi mentalnya masih mental nyonya meener tahun 70an.,neutral
481,"Ada segerombolan ekonom yg sering mengutip â€œIndonesian Exceptionalismâ€ - katanya krisis/resesi global itu tidak akan banyak mempengaruhi Indonesia karena keterkaitan ekonominya ga banyak. \n\nYang dicontohkan pasti model krisis 2008, Lehman-subprime di AS yg dampaknya terbatas.",neutral
482,Ekonomi Indonesia diklaim menguat di tengah krisis energi global dan kenaikan harga energi global.\n#resesi #ekonomi #BharadaE #ferdysambo #WhatsApp #WAdown #Pengalihan\nhttps://t.co/CTMn0S7o2Q,positive
483,"Ada yang bilang Indonesia ga akan resesi, eropa aja udah krisis, Indonesia punya apa ðŸ˜‚",negative
484,Jadi gimana bisa berkembang yaa ekonomi indonesia?? #Indonesia #resesi https://t.co/vL06AJSunR,neutral
485,"Hadapi Resesi, Cadangan Pangan Harus Lebih Diperkuat\n\n#koranjakarta #resesi #inflasi #ekonomi #pangan #beras #krisis #infoterkini #indonesia #news #update\n\nhttps://t.co/MpbD8yTRKJ",neutral
486,Ekonomi Indonesia Tergolong Aman Dari Bahaya Resesi Global https://t.co/XAAD3gJ2lJ,positive
487,"Kabarnya pada tahun 2023 Indonesia akan mengalami Resesi Ekonomi, apakah akan terjadi? Ini penjelasannya\n\nhttps://t.co/AUrxsMTxsg",neutral
488,"Serba-serbi MMC\n\nPilar2 sistem ekonomi kapitalisme mnyebabkan bubble economic effect yg berdampak pada negara dunia ketiga sprti Indonesia hingga resesi, pemutusan jam kerja atau bahkan PHK besar2an.\n\nhttps://t.co/3qK35GU9zz\n\n#IslamKaffah",negative
489,"Indonesia TIDAK Akan Resesi Tahun 2023, Ini Alasannya https://t.co/xL2UoB3ZJU lewat @YouTube",positive
490,"Sungguh lucu! Masyarakat dipertontonkan orang orang haus rebutan kekuasaan, padahal pemilu masih 2024. Ada 2023 diperkirakan Indonesia mengalami resesi, kalau partai dan para calon presiden ini malah bikin rusuh 2023 mending pergi dan tenggelam di laut.",neutral
491,Apa yg ada dlm benak kalian saat lihat dua orang tua ini\n\nSalam Waras & NKRI https://t.co/nmKxNUX1xH,neutral
492,@DaisysTBs Yaudah kita gak usah mikir sekarang kita diskusi aja bagaimana pandemi mempengaruhi resesi dunia ditambah dengan kasus Lesti dan Billar yang menurunkan perekonomian Indonesia sebesar 5% dan apakah itu dapan dianggap sebagai penyebab resesi ekonomi dunia global?,neutral
493,Nah kita akn kasih tips-tipsnya.\nBeruntungnya kita hidup di #indonesia\nKarena dampak krisis dan resesi ini memang berawal dari perang rusia ukraina yang tidak berujung yang akhirnya menyebabkan berhentinya pasokan bersifat komoditas seperti minyak dan gandum.,neutral
494,Lah terus AHY gimana?! ðŸ¤­ https://t.co/dx7NLhMXUt,neutral
495,"Rantai Pasokan Biang Kerok Resesi Ekonomi di Indonesia\n\nMenkeu Sri Mulyani mengatakan akar masalah penyebab inflasi adlh rantai pasokan. â€œ Krn masalahnya selalu berulang ya, harga bahan pokok naik akibat masalah mismanagement di rantai pasok,â€\n\n@jokowi Gas Pol Pemulihan Ekonomi https://t.co/A4PG7ZBqzM",neutral
496,@cnbcindonesia Indonesia kena resesi?.\n\nXixixixihihihuuahahahahahahahahahahahahahahahaha,negative
497,Indonesia anti resesi selama Jokowi presiden,positive
498,"Cerita dibawah menggambarkan jika Amerika, \nEropa dan China mengalami RESESI maka\nIndonesia juga akan KENA ....",negative
499,"@Quvvatt @meitag1 @DavidWijaya82 @Netijen_2024 @ridwankamil Ekonomi memburuk?? Tp Indonesia disebut sbg negara yg bebas dari resesi 2023 &dipuji dunia. Memburuk tp kok harga komoditas ekspor naik. Ekspor Indonesia kok makin tinggi, tingkat konsumsi masyarakat kok naik,dan ekonomi juga tumbuh positif. Penilaian buruk dr versi oposisi kahðŸ˜‚",neutral
500,Rantai pasokan biang kerok resesi ekonomi di Indonesia\n\n@jokowi #indonesiamaju https://t.co/dfMiee2uup,neutral
501,Yang pasti adalah â€œresesi ekonomi duniaâ€ dan gak akan ada negara yg mau â€œnew investment di Indonesiaâ€ termasuk China yg menjadi tumpukan harapan kita.,negative
502,Orang stress berat lihat Indonesia bertahan dari resesi ! ðŸ˜€,positive
503,"Hadapi Ancaman Resesi, Rektor UI: Indonesia Punya KeunggulanÂ Bertahan https://t.co/fXcLwfz1Cc",positive
504,Ini Prediksi IMF Terhadap Ancaman Resesi EkonomiÂ Indonesia https://t.co/f16ZpdxrmT,negative
505,"@detikcom Bunyi-bunyian gak usah di dengar, fokus aja pada tujuan nya, untuk perubahan Indonesia.. Selamatkan Indonesia dari resesi.",positive
506,Siapa Bilang Indonesia Aman Resesi di 2023? Ini BuktiÂ Ngerinya https://t.co/my8yOtItAB,negative
507,"Ya kita harus fair, bahwa Erlangga Hartarto ikut menjaga perekonomian Indonesia tetap stabil disaat pandemi sampai sekarang disaat dunia dilanda resesi ðŸ™",positive
508,"@UGM_FESS ini nder topik yg masih anget: pengaruh non block pada indonesia terhadap  resesi 2023 dan world war 3""""",neutral
509,"1. Presiden @jokowi menyampaikan bahwa Indonesia patut bersyukur karena di tengah krisis dan resesi yang melanda dunia saat ini, perekonomian Indonesia di kuartal II 2022 masih bisa tumbuh dengan baik dan tertinggi di antara negara-negara G20.\n\nFoto: BPMI Setpres https://t.co/UZbhlNEigx",positive
510,"@PartaiSocmed No 2 menurut saya lbh gampang krn saat resesi benar melanda indonesia, properti pasti turun harga (bahkan skrg byk developer yg beri diskon gede). \nNo 1 ini yg susah dijalanin, di mana skrg pihak Bank juga tidak mau nego cicilan (ini saya alami skrg)",neutral
511,Ekonomi Indonesia tergolong aman dari bahaya resesi global\n#HargaBahanPokok\n#BahanPokokStabil\n#StockBahanPokok\n#BBMTerkendali https://t.co/JaOyHxHRwr,positive
512,@NerfedHawkeye Jadi 2023 Indonesia kira-kira resesi nggak,neutral
513,Jokowi puji Airlangga Hartarto: pemimpin jam terbang tinggi\n.\n.\n#NKRIBangkitNKRIPulih https://t.co/WAwHKvr79U,neutral
514,UMKM penyelamat resesi Indonesia \n@liralali998\n@bumnjt_efektif\n#HargaBahanPokok\n#BahanPokokStabil\n#StockBahanPokok\n#BBMTerkendali https://t.co/UYytYDJdNW,positive
515,"@BenyKohar @jokowi ngga cuma indonesia yang bbm naek listrik naek, semua negara di dunia lagi mengalama masa sulit. Resesi global udah dateng, jadi semua angka naik drastis. Lu minimal baca lah berita, jadi rakyat jangan cuma bisa nyinyir. Lu jadi presiden sehari doang tamat Indonesia. Rakyat beban",neutral
516,UMKM jadi simbol kebangkitan Indonesia hadapi resesi\n@devimanda5\n@beritajatimcom\n#HargaBahanPokok\n#BahanPokokStabil\n#StockBahanPokok\n#BBMTerkendali https://t.co/D32lgfW6as,positive
517,"Menurut OJK, di tengah bayang-bayang resesi ekonomi, perbankan hingga pasar modal di Indonesia harus percaya diri agar bisa mengangkat prospek ekonomi Indonesia ke depan karena ekonomi Indonesia kian bersinar. ðŸ‡®ðŸ‡© https://t.co/BtdLmyPtp1",positive
518,"Sri Mulyani Resesi Ekonomi 2023 : 4 Negara Jauh dari Ancaman Resesi, Indonesia SalahÂ Satunya https://t.co/NNUONg1eCJ",positive
519,"Bagaimana OJK, Bank Indonesia, dan Kementerian Keuangan menghadapi ancaman resesi global? #KoranTempo https://t.co/kyKyxvv6ZZ",neutral
520,"@cynthiamndch Selama Toko Madura masih jualan 24 jam, aku bersasumsi kalau resesi ngga akan ngefek banyak pada Bangsa ini, Sarinah.\n\nBanyaknya sektor umkm dan informal yang tidak terdata di pemerintah, merupakan salah satu ketahanan ekonomi ada di Indonesia.\n\nJadi,info bisnis yang lolos pajak?",positive
521,Wrap Up News 24 Oktober 2022: Indonesia Negara Paling Dermawan Hingga Cara Hadapi Resesi - https://t.co/KMe2YxZdcH,neutral
522,"Pemangkasan jam kerja pada 45 ribu orang buruh pabrik tekstil TPT.\nResesi ekonomi kapital mmberikan dampak pd negara yg terkait dgnnya,ekspor Indonesia akn turun,harga komoditas primer akn turun,masalah umat akn semakin komplek\nSerba-serbi MMC=https://t.co/Tx7Ks5n54l\n#IslamKaffah",negative
523,"@wencod Kayaknya ART sih walaupun udah kerja 7 th\nLiat berita 2023 indonesia kena resesi,blio pasti mikir mulai saat ini harus kepikiran cari freelance an",neutral
524,Ga kebayang Indonesia resesi 2023 besok...  Klo kondisi ekonomi skrg aja lesuuuuuuu bgt..,negative
525,"Walau ada kemungkinan tidak mengalami resesi, Indonesia dinilai tetap akan menghadapi tantang berat. #TempoBisnis https://t.co/UJZOBLJwTt",negative
526,"Harga barang sampai jasa di Indonesia lagi pada naik semua nih, Kawula Muda. Belum lagi kabar resesi dan ekonomi 2023 yang katanya bakal gelap, bikin panik aja. \n\nSebenernya enggak perlu panik sih kalo lo ikuti cara nabung ala orang Jepang ini.\n\nTips Nabung Kakeibo, A Thread https://t.co/siQ3jrmLJO",neutral
527,"Memaksimalkan Penerimaan Negara Bukan Pajak, Lebih Tepat untuk Indonesia \n\nhttps://t.co/JWXQTzrDx7 lewat @YouTube \n\n#lanyalla #apbn #pnbp #resesi",neutral
528,Indonesia Diprediksi Mampu Bertahan Hadapi Ancaman Resesi Global https://t.co/f3GcVAX9Au,positive
529,"@zulfiarrahman @Syyahrirsutan @ajiawenku @AkhmadAli1402 @JinNonik @txtdrwidia @_ferdysambo_ @balaputra_deva @__anomali__ @BarathaAtmadja @Apokrifa22 @YogaAdrianyoga6 @AlamTimur3 @amun_ra2 @langiiiitttt @DiptraD @JN_Eri @Antie_KadrunEr @mindlipstick @kuasabu2 @tockSelank @katzedikke @BoyId22 @winniputry1 @davidpu68353534 @lestaribanara @LWidhiatmoko @AswantGardapati @_diajengemy @AsepIra44314224 @singo_karyo @agama_nusantara @mualafjelita @DiposuroP @korekbiasa @littlevixen__ @Patmo_Wijoyo @Totoniman @yudhapati88 @AremaNita__ @RenataLevel42 @_christing_ @GlHindu Resesi beda dg ambruk. Resesi terburuk Amerika dekade 1920an. Bukannya ambruk, dlm tempo dua dekade Amerika malah bangkit jadi negara terkuat di dunia. Ga pake syariah lho.\n\nMasyarakat Indonesia ga minat ikut bank syariah, krn emang ga ada keunggulan riil ekonomi islam.",neutral
530,Semangat gotong royong menjadi modal utama \nKetangguhan UMKM menghadapi pandemi covid. UMKM akan kembali diuji karena badai resesi yang disebabkan oleh konflik geopolitik Rusia dan Ukraina. \n\n#b20\n#arsjadrasjid\n#umkm\n#inklusifkolaboratif \n\nhttps://t.co/lCwpPmj6UX,neutral
531,"INDONESIA MELAWAN RESESI""\nOPTIMISME dlm keadaan apapun.Jika public figur,media massa memberitakan ketakutan,LAWAN dgn OPTIMISME\nBuat persiapan,Jgn Menyerah oleh Keadaan,KAMPANYE INDONESIA MELAWAN RESESI\nJgn menebar KETAKUTAN\nTebar OPTIMISME\n#mediamassa\n#publicfigur\n#motivator""",positive
532,"kira-kira Indonesia akan terkena resesi ga ya di tahun 2023, setidakny persiapan dulu aja yu",positive
533,"Presiden @jokowi menjelaskan bahwa Indonesia harus bersyukur tak termasuk dalam daftar antrean karena pertumbuhan Produk Domestik Bruto Indonesia pada kuartal II 2022 masih menyentuh 5,44 persen (year on year/yoy) di tengah resesi. https://t.co/GvsqkwE3C8",positive
534,"@Telkomsel tidak menepati janji penjualan paket yang ditawarkan. Konsumen selalu dirugikan. Hukum selalu tumpul ke atas, tajam ke bawah. @jokowi @kompascom @DivHumas_Polri @BPKN_RI semoga cepat resesi saja Indonesia ini, semoga 1998 terulang lagi, Amin. Lelah saya di jaman rezim.",negative
535,Direktur Utama PT Bank Negara Indonesia (Persero) Tbk atau BNI Royke Tumilaar mengakui ekonomi global sedang menghadapi potensi adanya resesi. Begini strategi BNI untuk menghadapinya. https://t.co/dnBCeSNDzZ,neutral
536,@MrsRachelIn Gw masih bingung kenapa org2 Indonesia masih berusaha menjatuhkan satu sama lain. Negara lain lg konsen resesi dan krisis energi.,neutral
537,"Ancaman resesi global 2023 diprediksi akan menjadi pil pahit bagi Indonesia. Banyak sektor kolaps akibat pandemik, pariwisata salah satunya. Lalu, bagaimana strategi pelaku sektor pariwisata di Tanah Air untuk menghadapi resesi tahun depan? Berikut sebuah utas.\n\n[a thread] https://t.co/qBASCKdp1Q",neutral
538,"@OposisiCerdas Kalau masih Presidennya Jokowi..ya tanggung...tembus sampai Rp 25 rb baru itu mantap,biar sekalian BuzeerRp tau cara kepemimpinan bersama jajarannya yang katanya NKRI harga mati..BILA INDONESIA TIDAK ADA UTANG HINGGA Rp 7,..rb Trliun INDONESIA PASTI AMAN DARI RESESI",neutral
539,"Wst if taylor come to Indonesian, then what ? https://t.co/thwap9Cza3",neutral
540,"Dan Alhamdulillah nya tingkat inflasi Indonesia terendah nomor 8 di Dunia. Dan diprediksi lolos dari resesi, RI sudah ambil langkah penting.\n#FaktaPertalite https://t.co/EO3Gidukiu",positive
541,prediksi resesi indonesia di 2023 bukan karena dampak ekonomi global.. tapi karna banyak yg konser di sini :v,neutral
542,"Badan Pangan Nasional (Bapanas) mengatakan Indonesia tidak akan mengalami resesi pangan. Pasalnya, stok pangan relatif aman dalam beberapa waktu mendatang.\n\n#SmartNews @CNNIndonesia https://t.co/m9BRJpi1dK",positive
543,"Menteri Investasi/Kepala BKPM Bahlil Lahadalia mengatakan, investadi Indonesia masih akan tumbuh meski ada ancaman resesi ekonomi di 2023. https://t.co/5m774sss0w",positive
544,"Indonesia di prediksi telah lolos dari resesi dan sudah mengambil langkah penting. Krisis keuangan, pangan dan energi global yg terjadi saat ini ditambah dg inflasi menjadikan dunia dibayangi dg ancaman resesi.\n\n#BBMSubsidiUntukWongCilik\n#TingkatInflasiTerjaga https://t.co/oBWqXUDjJy",positive
545,"Airlangga hartono selaku menteri kordinasi bidang perekonomian Indonesia mengatakan bahwa, Indonesia mengambil langkah penting loloskan dari resesi, karena Indonesia mengalami pertumbuhan ekonomi disekitar 4,9%.\n#BBMSubsidiUntukWongCilik\n#TingkatInflasiTerjaga https://t.co/xLQCieP7Qn",positive
546,"Resesi menghantui ekonomi dunia pada 2023! Keketuaan Indonesia di G20 diharapkan mampu mengurai rumitnya masalah ekonomi global agar resesi mampu dicegah. Sanggupkah Indonesia?\n\nSaksikan #EconomicChallengesMetroTV KETAR-KETIR RESESI"" Selasa (25/10) pukul 22.05 WIB. \n\n#Resesi2023 https://t.co/fEhaNNv079""",neutral
547,"ia mengatakan bahwa bayang2 resesi global menghantui perekonomian seluruh dunia, tidak terkecuali Indonesia\nhttps://t.co/iosWQsbmmY #KinerjaJokowiMantap @mahesatiwi @BiLLRaY2019 @Paltiwest @LOVE_AG4EVER__  @FaGtng @Dennysiregar7 @ChusnulCh__ @AirinAirin_NZ @Rizmaya__ @YRadianto",negative
548,"Ancaman Resesi Global Tahun 2023, Sektor Ini akan Rasakan Dampak Paling Parah di Indonesia\n\n#resesi #Indonesia #ChatibBasri\n \nhttps://t.co/ZyTZHrhD8a via @Tribun_Kaltara",neutral
549,"Di sektor ekonomi, Indonesia sempat terancam resesi. \nhttps://t.co/7S9d6QWbrT #KinerjaJokowiMantap @mahesatiwi @BiLLRaY2019 @Paltiwest @LOVE_AG4EVER__  @FaGtng @Dennysiregar7 @ChusnulCh__ @AirinAirin_NZ @Rizmaya__ @YRadianto @habibthink @FirzaHusainID",negative
550,@hartatikasnan Nyatanya Indonesia aman dr resesi ðŸ‘Œ,positive
551,@pambudiPati @PartaiSocmed @DeliStanz @jokowi Opo tenan Indonesia terdampak resesi?,neutral
552,"Akhir-akhir ini isu mengenai resesi terus berkembang. Meski dalam ketakutan akan ketidakpastian, Ketua Umum Perhimpunan Pengusaha Jasa Kantor Bersama Indonesia mengatakan optimisme tetap harus dibangun. https://t.co/i1rRKZ6Uh4",positive
553,Industri nikel sebagai bahan baku baterai kendaraan listrik akan menjadi penopang ekonomi Indonesia di tengah ancaman resesi global tahun 2023. Untuk itu pemerintah mendorong percepatan hilirisasi nikel mengingat besarnya potensi komoditas tersebut. \n\n#jokowi https://t.co/ARMWytW2vJ,neutral
554,"Sebut Stok Aman, NFA Pede Indonesia Bebas Resesi Pangan https://t.co/SVCt7j5BEW",positive
555,"Presiden @jokowi mengatakan Indonesia patut bersyukur karena di tengah ancaman resesi global, pertumbuhan ekonomi masih tercatat tinggi hingga kuartal kedua. Meski demikian, ia menyebut Indonesia harus tetap hati-hati.\nð—ð—¼ð—¸ð—¼ð˜„ð—¶ ð—šð—®ð˜€ ð—£ð—¼ð—¹ ð—£ð—²ð—ºð˜‚ð—¹ð—¶ð—µð—®ð—» ð—˜ð—¸ð—¼ð—»ð—¼ð—ºð—¶ https://t.co/yL4Y3X3wcO",positive
556,@alsher_080818 @ukhty_aisyahhh @jek___ Tapi bener kata si ukhty. Kayaknya di Indonesia juga ga banyak yg percaya 2023 itu resesi. Bahkan banyak yg ga tau resesi itu apa. So tenang aja. lu mau percaya apa engga juga banyak kaumnya. Apa yg mau di hold? wong uang aja pas2an. Ye kan ðŸ¤£ðŸ¤£,positive
557,"Dunia Was-was Resesi, Apa Strategi Grab untuk Pasar Indonesia? #uzoneID #startup #elektronik https://t.co/3a8S17CQcS",neutral
558,"Arsjad Rasjid menyebutkan, untuk memperkuat ekonomi domestik, Indonesia harus kembali pada value of gotong rotong, seperti yang ditunjukkan bangsa ini ketika bahu membahu melawan COVID. \n\n#b20\n#arsjadrasjid\n#umkm\n#inklusifkolaboratif\n\nhttps://t.co/lCwpPmj6UX",neutral
559,"Rakyat enggak bisa diam? Oh, kerahkan buzzer saja. Solusi termudah dibanding berbenah di negara terpayah ðŸ‘‹ðŸ¼",neutral
560,"@otongkoil @kikilicious_ Nakutin resesi!\nApaan tuh..\nLiat kek gini, yakinlah. \nIndonesia masih baik2 ajah.",positive
561,"Di tengah kekhawatiran resesi ekonomi di tahun 2023, kayanya kita semua perlu untuk mempelajari lebih mendalam soal kondisi ekonomi baik secara global dan khususnya Indonesia. ðŸ‡®ðŸ‡© https://t.co/8KarlRP14a",neutral
