Unnamed: 0,full_text,sentiment
404," Betul pak, mohon Kader bapak yg rajin nongol di medsos dikasih juga pencerahan bahwa situasi sulit yg dialami Indonesia saat ini adalah imbas dari pengaruh resesi global.",neutral
405," Skrg presidenci G 20. Yg presiden orang indonesia blm pernah,bhkn se asia tenggara juga blm pernah ada.Tuk Memimpin lbih 2 thun 20 Negara2 maju.Hutang LN baru 39% dari Kttpan kinstitusi 60% Inggris jeman,skrg pailit resesi ekonomi,indonsia stgnan,aman2 sj.kami yg 56%rkyt brskur ",positive
406,"Halo Sobat BUMN Muhamad Chatib Basri Resesi artinya kita mengalami pertumbuhan ekonomi negatif, saya tidak melihat ada kemungkinan untuk Indonesia mengalami pertumbuhan ekonomi negatif, mungkin hanya akan terjadi perlambatan ekonomi""   ",positive
407,"Tetap waspada dengan kondisi Market terkini, meskipun berdasarkan survey Bloomberg bahwa Indonesia berkemungkinan kecil mengalami resesi tahun 2023 namun akan lebih baik jika kita terus bersiap, waspada dan juga mengelola cashflow dengan baik.",positive
408, Nggk sadar apa.. 2 th lbh Indonesia bahkan dunia dilanda pandemic dn kini sebagian dunia msh minus pertumbuhan ekonomi serta sebagian resesi tp kita msh tumbuh.,positive
409,"Krn bbrp faktor ekonomi, bnyk negara yg gagal bayar utang, diingatkan Indonesia utk ttp waspada ancaman resesi.             Nikita Mirzani ",positive
410," Gawat ya, bagi penduduk Indonesia pa, bila terjadi resesi ",neutral
411, - Mahasiswa UNAIR dan Y20 Indonesia Diskusikan Isu Resesi Ekonomi ,neutral
412,"Berat banget hidup zaman serkarang yak: dunia akan gelap krn resesi, gelombang besar bakal hantam Indonesia, radiqol radiqul, etc. Penebar narasi: pemerintah semua.",neutral
413,Setiap hari lihat mobil2 mewah di jalanan. Tentunya hal ini menandakan bahwa semakin banyak orang kaya di Indonesia dan sepertinya tak peduli itu pandemi atau resesi. Kesederhanaan dan kepedulian hanya tai ledig!!,neutral
414,Rangkuman Proyeksi Ekonom hingga Bankir Ihwal Wajah Indonesia Kala Resesi 2023 ,neutral
415,"BNPT menyebut hasil penelusuran sementara, wanita berpistol yang coba terobos istana punya paham radikal. Wanita itu juga diketahui merupakan pendukung HTI. ",neutral
416, Resesi pemerintah sndri bilang kalau indonesia aman dari resesi,positive
417,"Seperti resesi yang marak di zona Euro dan Dollar. Krisis 1998 di Indonesia, tidak terjadi di sana. Atau, krisis 2008 yang sungguh berat menimpa Amerika Serikat, tidak membuat Indonesia resesi.",neutral
418,"Namun pertanian di Indonesia mampu memperkuat perekonomian dan membawa Indonesia tidak terseret dalam jurang resesi, petani sebagai aktor utama dalam pembangunan pertanianian membutuhkan peran",neutral
419,Badan Pangan Nasional (Bapanas) meyakini Indonesia tidak akan mengalami resesi pangan. Lantaran stok pangan dalam negeri relatif aman untuk beberapa waktu mendatang. ,positive
420,"Namun pertanian di Indonesia mampu memperkuat perekonomian dan membawa Indonesia tidak terseret dalam jurang resesi, petani sebagai aktor utama dalam pembangunan pertanian membutuhkan peran",positive
421,"Yang menyebabkan Indonesia dapat ter-expose dengan resiko global seperti inflasi, resesi, kompetisi politik, hingga efek domino dari pandemi Covid-19. Kemenkumham Gorontalo Heni Susila Wardoyo ",neutral
422,Arsjad menambahkan kenaikan suku bunga tersebut akan menyebabkan beban para pengusaha untuk mempertahankan momentum pertumbuhan dalam negeri bakal memberat karena dampaknya pada kenaikan suku bunga kredit.     ,negative
423,"Cuma 4 Negara Kena Resesi, Indonesia Aman ",positive
424,Ancaman Resesi 2023: Bagaimana dengan Indonesia ,neutral
425,Ada Apa dengan 2023 Indonesia Resesi Ekonomi Kenali Penyebab dan Cara Menghadapinya ,neutral
426,"Selain Covid 19,Perang Rusia-ukraina,Resesi Globa,apalagi yang menjadi kambing hitam perekonomian Indonesia merosot .. 2022",neutral
427,Indonesia harus mampu melewati resesi ,positive
428," Impact resesi gabakal terlalu besar di Indonesia, at least gabakal sebesar yang digembar-gemborkan media",positive
429,Jokowi Gas Pol Pemulihan Ekonomi - Rental pasokan biang kerok resesi ekonomi di Indonesia ,neutral
430,"Booming banget masalah resesi tapi banyak yang ga paham hal paling dasar: artinya. Indonesia dan negara2 lain tahun lalu udah resesi kok. Tapi apa iya harga barang dan jasa naik setinggi sekarang No. Inflasi sekarang tinggi karna kenaikan harga komoditas: coal, oil, gas.",neutral
431,Eks Menkeu: Pesimisme Dapat Membuat Resesi Benar-Benar Terjadi di Indonesia ,neutral
432,Sekarang semakin masif dan ramai yang ngomongin resesi. Dunia bakal gelap katanya.. tapi nanti kita lihat ya performa risk assets di emerging country seperti Indonesia gimana haha. Alr come up with the story since 5 months ago.,neutral
433,Skema Subsidi Biaya Transportasi Harus Tepat Sasaran              ,neutral
434,resesa resesi resesa resesi.... bolan baleni leh medeni wong... Nyatanya Indonesia juga macet-macet saja...,positive
435,Udah baca belum Steam bakal kenain biaya regional untuk mengatasi kondisi inflasi / resesi dunia Dan kabarnya untuk Indonesia bakalan di charge 80% lebih mahal dari harga original dari devnya. Man...,neutral
436,Rantai pasokan biang kerok resesi ekonomi di Indonesia.    ,neutral
437,"Tahu kenapa Eropa resesi, tp tdk akan tll berdampak significant utk Asia terutama Indonesia . Kita sdg memasuki zaman baru. Dimana zaman ini karma akan dibalas dg segera. Nenek moyang Eropa terutama Inggris n Belanda sdh bnyk bikin dosa pd nenek moyang kita dg menjarah harta",neutral
438,"Rantai Pasokan Buang Kerok Resesi Ekonomi di Indonesia, Jokowi Gas Pol Pemulihan Ekonomi. ",positive
439," Astaga ini udh mahasiswa tapi ga mikir ya. Dunia lg resesi krn pandemi dan perang Rusia-Ukraina, Indonesia msh bagus bisa kontrol inflasi, utang dan jaga ketahanan pangan. Kalian cuma bisa kritik tapi ga bisa kontribusi buat bantu negara.",positive
440,the very facts that the timeline displays so many pessimism tweets driven by fear of recession or economic decline somehow are PROOFS that the central bank (i.e. FED) has delivered their jobs very well by playing the psychology of the market hahaha,neutral
441,"Pemerintah menyampaikan bahwa cepat atau lambat Indonesia berpotensi mengalami resesi keuangan. Lalu, apa dampaknya pada finansial rumah tangga Yuk, simak. ",neutral
442,"Resesi negara negara kapital berdampak pada negara dunia ketiga, termasuk Indonesia. Terbukti dg pemangkasan jam kerja 45 ribu buruh tekstil. Jelas kemiskinan akan meningkat. Serba serbi MMC  ",negative
443, Membandingkan era SBY yg belum ada resesi dunia dengan jaman Jokowi yang ada covid dan perang sampai negara baratpun skrg jatuh miskin ya cuma orang GOBLOK...kalo masalah utang negara maju macam jepang sama amerika lihat berapa puluh kali lipat hutangnya dari Indonesia...GOBLOK,neutral
444, Terus kalau ancaman resesi ancaman dolar naik ancaman phk masal itu masuk teroris bukan bang..belom banyak lagi bang ancaman hutang gak sanggup bayar..bisa bisa indonesia di tarik Deler bang di cegat depcoletor..,neutral
445,"Mau resesi atau engga, belajar atur uang itu penting banget , terutama buat para pemilik bisnis atau yang sedang berproses menjadi pelaku bisnis supaya bisa memberikan dampak positif untuk perekonomian Indonesia. Yuk ikut Webinar Finansialku x Investree. ",neutral
446, insya allah indonesia ora sida resesi,positive
447," Jangan terlena dgn perkataan Indonesia PASTI selamat nggak akan Resesi Saat ini, bahkan kondisinya begitu ANEH gak ada dlm sejarah! Siapa yg bisa memastikan apa yg terjadi Mungkin Pak Prastowo bisa share data. Apakah kita benar2 siap hadapi kondisi global ",negative
448,"Tak Terpengaruh Resesi, Banyak Wisatawan Indonesia ke Turki ",positive
449, Oramg Indonesia harapannya Indonesia baik2 saja. Yg mengharap Indonesia resesi bukan orang Indonesia.,positive
450,"Akhir-akhir ini selalu ramai perbincangan terkait momok Resesi Ekonomi 2023. Lantas, akankah Pasar Modal kita bakal ikut anjlok atau masih ada sedikit harapan Yuk.. simak video ini saja!      ",neutral
451,Indonesia diprediksi menjadi salah satu negara yang dapat bertahan di masa resesi tahun depan ,positive
452,"Keputusan tersebut harus diambil dikarenakan mayoritas negara di dunia akan berhadapan dengan resesi ekonomi yang nantinya akan mempengaruhi nilai mata uang. Beberapa harga di region Indonesia juga terlihat meningkat, begitu juga dengan region murah"" lain""",neutral
453, gift sampe Indonesia resesi,neutral
454, KALAU MEMANG KETUM PARPOL ADALAH PEMIMPIN Mestinya tahu BAHAYA YG MENGHADANG di tahun ini dan tahun depan atas Indonesia tahu gak risiko kalau PERBANKAN GLOBAL sampai runtuh ngerti gak risiko SUPPLY SIDE terhenti gimana pengaruhnya ngerti gak apa itu RESESI GLOBAL ,neutral
455,"Sesesi global ini akan berdampak juga ke Indonesia gak ya Bagaimana nasib perekonomian Indonesia dan UMKM bangsa Yuk, simak 3 hal yang perlu diperhatikan UMKM dalam menghadapi resesi global! ",neutral
456,"Dunia Jelang Resesi, Indonesia Kian Seksi ",positive
457,Resesi ekonomi menjadi ancaman global di tengah Indonesia saat membangun Ibu Kota Negara Nusantara. Apakah hal ini akan berdampak pada potensi investasi di IKN ,neutral
458,"Di tengah krisis dan resesi yang melanda dunia saat ini, perekonomian Indonesia di kuartal II 2022 masih bisa tumbuh dengan baik dan tertinggi di antara negara G20. Direktur Pelaksana IMF, menyebut Indonesia sebagai titik terang di tengah kesuraman ekonomi dunia . ",positive
459,Penduduk Indonesia itu consumptive (saya jg) jadi apa itu resesi ,positive
460,"Work! Ayo sebutin istilah dalam dunia kerja lainnya, biar aku dan tim fg lain ga ngang ngong ngang ngong ",neutral
461,2023 banyak di sebut2 Indonesia bisa ikutan resesi. Tapi apakah benar ini mulai terjadi Mulai terasakah oleh kita Sharing yuk Apakah perusahaan/sektor tempat Anda bekerja melemah penjualan dan labanya Mulai PHK atau malah rekrut Apakah sudah ada meeting2 nada khawatir ,neutral
462,Ingat2 saja 2023 mulai resesi dunia dan sangat berat buat ekonomi Indonesia. 2023-2028 siap2 untuk siklus masa 5th. Jadi jangan buang uang yg gak perlu.,negative
463,Ratai pasokan biang kerok resesi ekonomi di Indonesia ,neutral
464," Semoga Indonesia kuat menghadapi resesi ekonomi yang diperkirakan para ahli akan terjadi di tahun 2023 nanti, tetapi ada menganalisis rakyat banyak akan bertahan lebih kuat menghadapi kemungkinan resesi ekonomi dibandingkan negara",positive
465,Indonesia Resesi Tahun Depan Chatib Basri: Menurut Saya Tidak ,positive
466,"Dunia sih resesi, Indonesia tetep positif ekonominya ",positive
467,Mungkin inilah yang menjadi bukti bahwa Indonesia dapat bertahan di tengah Resesi Global. CMIIW.,positive
468,"Keputusan Bank Indonesia (BI) menaikkan suku bunga 50 basis poin menjadi 4,75% dinilai sebagai antisipasi menghadapi laju inflasi karena ancaman resesi global pada 2023. Selengkapnya ",neutral
469," Wajib bgt tau ga siii punya dua hape jaman sekarang, kek aku gini jd kalo yg satu batre abis bisa pake yg satunya lagi bukan maksud flexing atau apa ya guys hehe ",neutral
470,"Saya sih nda terlalu tertarik meladeni. Kalau diskusinya ekonomi, tentu perlu lebih spesifik: krisis seperti apa Resesi dimana Baru kemudian bisa membuat analisa bagaimana kira kira imbasnya di Indonesia.",neutral
471, Mantab! Cintailah produk-produk Indonesia. Semoga kita bisa menghadapi resesi global di masa depan. ,positive
472," Jangan suka bawa nama rakyat. Banyak bersyukur,Indonesia masih bertahan,negara lain sudah banyak resesi. Hp dan kuota masih kebeli. Bersyukurlah dengan apa yg kamu miliki. Sukses atau ga nya hidumu tergantung seberapa besar usaha dan doa mu pada Pemilik Hidupmu.",positive
473,Kenaikan Harga BBM Bisa Jadi Penyelamat Indonesia dari Resesi  ,positive
474,inshaAllah Indonesia selamat dari resesi tahun depan,positive
475,"Mengapa RAKYAT atau MAHASISWA, Tidak ada yang DEMO RAKYAT MENOLAK RESESI dan MEMAKSA Pemerintah joko utk SEGERA EKSEKUSI Undang-Undang MLA Ga ada yg ORDER kah Memang berapa BIAYA nya utk DEMO yah Supaya saya bantu SIAPKAN DANA nya... DEMI RAKYAT INDONESIA Tidak jadi KORBAN",neutral
476," Resesi hapus bunga bank,apalagi bank luar negeri yg invest di INDONESIA.Perkecil pajak/pemutihan. ",neutral
477,"Investasi di saham berbasis agrokultur ( pertanian/perkebunan, pupuk, peternakan) perbankan (BRI, BCA) dan energi. Atas dasar bhw Indo kuat di sektor tsb, sy yakin ekonomi Indonesia tahan banting meskipun akn terjadi resesi global 2023/24",positive
478,*Ono Paparkan Tantangan Bagi Bangsa Indonesia* Ketua Penasehat Dewan Koperasi Indonesia (Dekopin) Ono Surono menegaskan kondisi krisis pangan global dan resesi ekonomi bakal menjadi tantangan bagi bangsa Indonesia. ,neutral
479,"Kalau ada yang bilang kamu Boros, bilang aja lagi bantuin indonesia menghindari resesi",positive
480,berarti ya masih jauh ya menuju peradaban manusia maju. padahal inflasi indonesia paling stabil. Paling ga ada drama resesi kayak negara lain. tapi mentalnya masih mental nyonya meener tahun 70an.,neutral
481,"Ada segerombolan ekonom yg sering mengutip Indonesian Exceptionalism - katanya krisis/resesi global itu tidak akan banyak mempengaruhi Indonesia karena keterkaitan ekonominya ga banyak. Yang dicontohkan pasti model krisis 2008, Lehman-subprime di AS yg dampaknya terbatas.",neutral
482,Ekonomi Indonesia diklaim menguat di tengah krisis energi global dan kenaikan harga energi global.        ,positive
483,"Ada yang bilang Indonesia ga akan resesi, eropa aja udah krisis, Indonesia punya apa ",negative
484,Jadi gimana bisa berkembang yaa ekonomi indonesia   ,neutral
485,"Hadapi Resesi, Cadangan Pangan Harus Lebih Diperkuat            ",neutral
486,Ekonomi Indonesia Tergolong Aman Dari Bahaya Resesi Global ,positive
487,"Kabarnya pada tahun 2023 Indonesia akan mengalami Resesi Ekonomi, apakah akan terjadi Ini penjelasannya ",neutral
488,"Serba-serbi MMC Pilar2 sistem ekonomi kapitalisme mnyebabkan bubble economic effect yg berdampak pada negara dunia ketiga sprti Indonesia hingga resesi, pemutusan jam kerja atau bahkan PHK besar2an. ",negative
489,"Indonesia TIDAK Akan Resesi Tahun 2023, Ini Alasannya lewat ",positive
490,"Sungguh lucu! Masyarakat dipertontonkan orang orang haus rebutan kekuasaan, padahal pemilu masih 2024. Ada 2023 diperkirakan Indonesia mengalami resesi, kalau partai dan para calon presiden ini malah bikin rusuh 2023 mending pergi dan tenggelam di laut.",neutral
491,Apa yg ada dlm benak kalian saat lihat dua orang tua ini Salam Waras & NKRI ,neutral
492, Yaudah kita gak usah mikir sekarang kita diskusi aja bagaimana pandemi mempengaruhi resesi dunia ditambah dengan kasus Lesti dan Billar yang menurunkan perekonomian Indonesia sebesar 5% dan apakah itu dapan dianggap sebagai penyebab resesi ekonomi dunia global ,neutral
493,Nah kita akn kasih tips-tipsnya. Beruntungnya kita hidup di  Karena dampak krisis dan resesi ini memang berawal dari perang rusia ukraina yang tidak berujung yang akhirnya menyebabkan berhentinya pasokan bersifat komoditas seperti minyak dan gandum.,neutral
494,Lah terus AHY gimana ! ,neutral
495,"Rantai Pasokan Biang Kerok Resesi Ekonomi di Indonesia Menkeu Sri Mulyani mengatakan akar masalah penyebab inflasi adlh rantai pasokan. Krn masalahnya selalu berulang ya, harga bahan pokok naik akibat masalah mismanagement di rantai pasok, Gas Pol Pemulihan Ekonomi ",neutral
496, Indonesia kena resesi . Xixixixihihihuuahahahahahahahahahahahahahahahaha,negative
497,Indonesia anti resesi selama Jokowi presiden,positive
498,"Cerita dibawah menggambarkan jika Amerika, Eropa dan China mengalami RESESI maka Indonesia juga akan KENA ....",negative
499," Ekonomi memburuk Tp Indonesia disebut sbg negara yg bebas dari resesi 2023 &dipuji dunia. Memburuk tp kok harga komoditas ekspor naik. Ekspor Indonesia kok makin tinggi, tingkat konsumsi masyarakat kok naik,dan ekonomi juga tumbuh positif. Penilaian buruk dr versi oposisi kah ",neutral
500,Rantai pasokan biang kerok resesi ekonomi di Indonesia  ,neutral
501,Yang pasti adalah resesi ekonomi dunia dan gak akan ada negara yg mau new investment di Indonesia termasuk China yg menjadi tumpukan harapan kita.,negative
502,Orang stress berat lihat Indonesia bertahan dari resesi ! ,positive
503,"Hadapi Ancaman Resesi, Rektor UI: Indonesia Punya Keunggulan Bertahan ",positive
504,Ini Prediksi IMF Terhadap Ancaman Resesi Ekonomi Indonesia ,negative
505," Bunyi-bunyian gak usah di dengar, fokus aja pada tujuan nya, untuk perubahan Indonesia.. Selamatkan Indonesia dari resesi.",positive
506,Siapa Bilang Indonesia Aman Resesi di 2023 Ini Bukti Ngerinya ,negative
507,"Ya kita harus fair, bahwa Erlangga Hartarto ikut menjaga perekonomian Indonesia tetap stabil disaat pandemi sampai sekarang disaat dunia dilanda resesi ",positive
508," ini nder topik yg masih anget: pengaruh non block pada indonesia terhadap resesi 2023 dan world war 3""""",neutral
509,"1. Presiden menyampaikan bahwa Indonesia patut bersyukur karena di tengah krisis dan resesi yang melanda dunia saat ini, perekonomian Indonesia di kuartal II 2022 masih bisa tumbuh dengan baik dan tertinggi di antara negara-negara G20. Foto: BPMI Setpres ",positive
510," No 2 menurut saya lbh gampang krn saat resesi benar melanda indonesia, properti pasti turun harga (bahkan skrg byk developer yg beri diskon gede). No 1 ini yg susah dijalanin, di mana skrg pihak Bank juga tidak mau nego cicilan (ini saya alami skrg)",neutral
511,Ekonomi Indonesia tergolong aman dari bahaya resesi global     ,positive
512, Jadi 2023 Indonesia kira-kira resesi nggak,neutral
513,Jokowi puji Airlangga Hartarto: pemimpin jam terbang tinggi . .  ,neutral
514,UMKM penyelamat resesi Indonesia ,positive
515," ngga cuma indonesia yang bbm naek listrik naek, semua negara di dunia lagi mengalama masa sulit. Resesi global udah dateng, jadi semua angka naik drastis. Lu minimal baca lah berita, jadi rakyat jangan cuma bisa nyinyir. Lu jadi presiden sehari doang tamat Indonesia. Rakyat beban",neutral
516,UMKM jadi simbol kebangkitan Indonesia hadapi resesi ,positive
517,"Menurut OJK, di tengah bayang-bayang resesi ekonomi, perbankan hingga pasar modal di Indonesia harus percaya diri agar bisa mengangkat prospek ekonomi Indonesia ke depan karena ekonomi Indonesia kian bersinar. ",positive
518,"Sri Mulyani Resesi Ekonomi 2023 : 4 Negara Jauh dari Ancaman Resesi, Indonesia Salah Satunya ",positive
519,"Bagaimana OJK, Bank Indonesia, dan Kementerian Keuangan menghadapi ancaman resesi global  ",neutral
520," Selama Toko Madura masih jualan 24 jam, aku bersasumsi kalau resesi ngga akan ngefek banyak pada Bangsa ini, Sarinah. Banyaknya sektor umkm dan informal yang tidak terdata di pemerintah, merupakan salah satu ketahanan ekonomi ada di Indonesia. Jadi,info bisnis yang lolos pajak ",positive
521,Wrap Up News 24 Oktober 2022: Indonesia Negara Paling Dermawan Hingga Cara Hadapi Resesi - ,neutral
522,"Pemangkasan jam kerja pada 45 ribu orang buruh pabrik tekstil TPT. Resesi ekonomi kapital mmberikan dampak pd negara yg terkait dgnnya,ekspor Indonesia akn turun,harga komoditas primer akn turun,masalah umat akn semakin komplek Serba-serbi MMC= ",negative
523," Kayaknya ART sih walaupun udah kerja 7 th Liat berita 2023 indonesia kena resesi,blio pasti mikir mulai saat ini harus kepikiran cari freelance an",neutral
524,Ga kebayang Indonesia resesi 2023 besok... Klo kondisi ekonomi skrg aja lesuuuuuuu bgt..,negative
525,"Walau ada kemungkinan tidak mengalami resesi, Indonesia dinilai tetap akan menghadapi tantang berat.  ",negative
526,"Harga barang sampai jasa di Indonesia lagi pada naik semua nih, Kawula Muda. Belum lagi kabar resesi dan ekonomi 2023 yang katanya bakal gelap, bikin panik aja. Sebenernya enggak perlu panik sih kalo lo ikuti cara nabung ala orang Jepang ini. Tips Nabung Kakeibo, A Thread ",neutral
527,"Memaksimalkan Penerimaan Negara Bukan Pajak, Lebih Tepat untuk Indonesia lewat    ",neutral
528,Indonesia Diprediksi Mampu Bertahan Hadapi Ancaman Resesi Global ,positive
529," Resesi beda dg ambruk. Resesi terburuk Amerika dekade 1920an. Bukannya ambruk, dlm tempo dua dekade Amerika malah bangkit jadi negara terkuat di dunia. Ga pake syariah lho. Masyarakat Indonesia ga minat ikut bank syariah, krn emang ga ada keunggulan riil ekonomi islam.",neutral
530,Semangat gotong royong menjadi modal utama Ketangguhan UMKM menghadapi pandemi covid. UMKM akan kembali diuji karena badai resesi yang disebabkan oleh konflik geopolitik Rusia dan Ukraina.     ,neutral
531,"INDONESIA MELAWAN RESESI"" OPTIMISME dlm keadaan apapun.Jika public figur,media massa memberitakan ketakutan,LAWAN dgn OPTIMISME Buat persiapan,Jgn Menyerah oleh Keadaan,KAMPANYE INDONESIA MELAWAN RESESI Jgn menebar KETAKUTAN Tebar OPTIMISME   ",positive
532,"kira-kira Indonesia akan terkena resesi ga ya di tahun 2023, setidakny persiapan dulu aja yu",positive
533,"Presiden menjelaskan bahwa Indonesia harus bersyukur tak termasuk dalam daftar antrean karena pertumbuhan Produk Domestik Bruto Indonesia pada kuartal II 2022 masih menyentuh 5,44 persen (year on year/yoy) di tengah resesi. ",positive
534," tidak menepati janji penjualan paket yang ditawarkan. Konsumen selalu dirugikan. Hukum selalu tumpul ke atas, tajam ke bawah. semoga cepat resesi saja Indonesia ini, semoga 1998 terulang lagi, Amin. Lelah saya di jaman rezim.",negative
535,Direktur Utama PT Bank Negara Indonesia (Persero) Tbk atau BNI Royke Tumilaar mengakui ekonomi global sedang menghadapi potensi adanya resesi. Begini strategi BNI untuk menghadapinya. ,neutral
536, Gw masih bingung kenapa org2 Indonesia masih berusaha menjatuhkan satu sama lain. Negara lain lg konsen resesi dan krisis energi.,neutral
537,"Ancaman resesi global 2023 diprediksi akan menjadi pil pahit bagi Indonesia. Banyak sektor kolaps akibat pandemik, pariwisata salah satunya. Lalu, bagaimana strategi pelaku sektor pariwisata di Tanah Air untuk menghadapi resesi tahun depan Berikut sebuah utas. [a thread] ",neutral
538," Kalau masih Presidennya Jokowi..ya tanggung...tembus sampai Rp 25 rb baru itu mantap,biar sekalian BuzeerRp tau cara kepemimpinan bersama jajarannya yang katanya NKRI harga mati..BILA INDONESIA TIDAK ADA UTANG HINGGA Rp 7,..rb Trliun INDONESIA PASTI AMAN DARI RESESI",neutral
539,"Wst if taylor come to Indonesian, then what ",neutral
540,"Dan Alhamdulillah nya tingkat inflasi Indonesia terendah nomor 8 di Dunia. Dan diprediksi lolos dari resesi, RI sudah ambil langkah penting.  ",positive
541,prediksi resesi indonesia di 2023 bukan karena dampak ekonomi global.. tapi karna banyak yg konser di sini :v,neutral
542,"Badan Pangan Nasional (Bapanas) mengatakan Indonesia tidak akan mengalami resesi pangan. Pasalnya, stok pangan relatif aman dalam beberapa waktu mendatang.  ",positive
543,"Menteri Investasi/Kepala BKPM Bahlil Lahadalia mengatakan, investadi Indonesia masih akan tumbuh meski ada ancaman resesi ekonomi di 2023. ",positive
544,"Indonesia di prediksi telah lolos dari resesi dan sudah mengambil langkah penting. Krisis keuangan, pangan dan energi global yg terjadi saat ini ditambah dg inflasi menjadikan dunia dibayangi dg ancaman resesi.   ",positive
545,"Airlangga hartono selaku menteri kordinasi bidang perekonomian Indonesia mengatakan bahwa, Indonesia mengambil langkah penting loloskan dari resesi, karena Indonesia mengalami pertumbuhan ekonomi disekitar 4,9%.   ",positive
546,"Resesi menghantui ekonomi dunia pada 2023! Keketuaan Indonesia di G20 diharapkan mampu mengurai rumitnya masalah ekonomi global agar resesi mampu dicegah. Sanggupkah Indonesia Saksikan  KETAR-KETIR RESESI"" Selasa (25/10) pukul 22.05 WIB.  ",neutral
547,"ia mengatakan bahwa bayang2 resesi global menghantui perekonomian seluruh dunia, tidak terkecuali Indonesia  ",negative
548,"Ancaman Resesi Global Tahun 2023, Sektor Ini akan Rasakan Dampak Paling Parah di Indonesia    via ",neutral
549,"Di sektor ekonomi, Indonesia sempat terancam resesi.  ",negative
550, Nyatanya Indonesia aman dr resesi ,positive
551, Opo tenan Indonesia terdampak resesi ,neutral
552,"Akhir-akhir ini isu mengenai resesi terus berkembang. Meski dalam ketakutan akan ketidakpastian, Ketua Umum Perhimpunan Pengusaha Jasa Kantor Bersama Indonesia mengatakan optimisme tetap harus dibangun. ",positive
553,Industri nikel sebagai bahan baku baterai kendaraan listrik akan menjadi penopang ekonomi Indonesia di tengah ancaman resesi global tahun 2023. Untuk itu pemerintah mendorong percepatan hilirisasi nikel mengingat besarnya potensi komoditas tersebut.  ,neutral
554,"Sebut Stok Aman, NFA Pede Indonesia Bebas Resesi Pangan ",positive
555,"Presiden mengatakan Indonesia patut bersyukur karena di tengah ancaman resesi global, pertumbuhan ekonomi masih tercatat tinggi hingga kuartal kedua. Meski demikian, ia menyebut Indonesia harus tetap hati-hati. ",positive
556, Tapi bener kata si ukhty. Kayaknya di Indonesia juga ga banyak yg percaya 2023 itu resesi. Bahkan banyak yg ga tau resesi itu apa. So tenang aja. lu mau percaya apa engga juga banyak kaumnya. Apa yg mau di hold wong uang aja pas2an. Ye kan ,positive
557,"Dunia Was-was Resesi, Apa Strategi Grab untuk Pasar Indonesia    ",neutral
558,"Arsjad Rasjid menyebutkan, untuk memperkuat ekonomi domestik, Indonesia harus kembali pada value of gotong rotong, seperti yang ditunjukkan bangsa ini ketika bahu membahu melawan COVID.     ",neutral
559,"Rakyat enggak bisa diam Oh, kerahkan buzzer saja. Solusi termudah dibanding berbenah di negara terpayah ",neutral
560," Nakutin resesi! Apaan tuh.. Liat kek gini, yakinlah. Indonesia masih baik2 ajah.",positive
561,"Di tengah kekhawatiran resesi ekonomi di tahun 2023, kayanya kita semua perlu untuk mempelajari lebih mendalam soal kondisi ekonomi baik secara global dan khususnya Indonesia. ",neutral
562,Perekonomian Indonesia masih cukup sehat dan aman dari ancaman resesi. ,positive
563," Dikira yang ngalamin 98 hanya kalian. Di bawah SBY, Indonesia malah lebih kebal terhadap resesi. Seharusnya pemimpin penerus SBY lebih mampu lagi. Lha kok malah kayak gini. Lalu sebagai legacy, dicari bandingannya dengan zaman kuno tahun 98. Kenapa gak tahun 55 sekalian ",neutral
564,"Haloo Selamat membaca! Di tengah isu resesi global, perekonomian Indonesia, nyatanya menjadi salah satu yang terbaik di ASEAN, bahkan pertumbuhan ekonomi Indonesia pun lebih tinggi bandingkan negara Eropa dan Am..."" ",positive
565,"Stok Masih Aman, Bapanas Yakin Indonesia Tak Resesi Pangan ",positive
566,"Dan kamu ga sadar udah jadi buzzer buat jatuhin nama besar dan rizki yg udah kamu dapat di negeri terpayah ini. Saat negara2 besar jatuh terpuruk karena resesi global. Indonesia menjadi salah satu negara yg aman dari resesi, selain rajin nulis mestinya imbangi dgn rajin baca ",positive
567,Menko Bidang Perekonomian Indonesia Airlangga Hartarto menyampaikan bahwa Indonesia telah mengambil langkah penting untuk lolos dari resesi. Langkah yg di ambil pemerintah dapat menyelamatkan Indonesia dari jurang resesi.   ,positive
568," From resesi to ufo, edan indonesia tidak kekurangan konten",neutral
569,"Ditopang Oleh UMKM Dan Investasi, HIPMI Optimis 2023 Indonesia Tak Alami Resesi ",positive
570,7 Dampak Resesi Global Terhadap Indonesia    ,neutral
571,"Dalam keadaan dunia resesi, Indonesia masih moncer. Siapa lagi kalau bukan krn Jokowi yang gak punya ijazah S2 tapi encer otaknya. Kadrun bisa gak ! CNBC Indonesia ",positive
572,"Ekonom senior Universitas Indonesia, Faisal Basri mengatakan Indonesia tidak akan mengalami krisis akibat ancaman resesi global 2023.  ",positive
573,Semoga upaya dari pemerintah bisa membawa kabar baik. Amin.     ,positive
574,gue rencana kmrn ke turki sendirian tp ga sendiri bgt sih ada temen 1 biro. tapi UNTUNG GAK JADI BELI pas akhir tahun denger berita indonesia resesi. jadi lgsg duit dioper ke invest. untung gajadi ya allah,neutral
575,Sampai saat ini Indonesia masih bertahan melawan resesi dan inflasi.    ,positive
